id,keyword,location,text
6949,flood,Next To You,"Current utilities field #workforcemanagement is inundated with manual, disconnected processes that are less than optimal. With…"
6950,flood,"Delaware, USA",Everyone knows that https://t.co/VHzT7CxAOD was moving away from addressing issues VITAL &amp; DEAR to American's Hearts as our…
6951,flood,,Inundated #strathspey ⁦⁩ ⁦⁩ https://t.co/G0bL7SGuWO
6952,flood,Canungra,Help for Animal Fire Victims Premier Annastacia Palaszczuk has announced grants for wildlife carers inundated with… https://t.co/x0sedOKDlg
6953,flood,,Good luck mate. Been asking the same question a lot. I have not been exactly inundated with replies.
6954,flood,,"1/2 Unreal. I don't know if you actually read my tweet, but my point was not an end… https://t.co/OJbsFezoiQ"
6955,flood,🅱️oft™️,i’m sick of being inundated with homophobia on the daily like can y’all STOP already
6956,flood,,"The best thing about dfs, besides making money? It’s not politics. Thank god I can look at twitter and not be inund… https://t.co/BGxRMEaUXv"
6957,flood,USA,You obviously don't understand. Pres. Trump wanted them to follow…
6958,flood,,Good point. Which had to do because his trade tariffs… https://t.co/9JNNfFxvvb
6959,flood,London {Victorian era},Kept a keen observing gaze on her. As she closed her eyes delicately and seemed to submerge into fl… https://t.co/kbI9lUOfHd
6960,flood,,Climate crisis? We need to focus on the oceans that are inundated with garbage. That real B… https://t.co/8ao3xbo5II
6961,flood,"Auburn, NY","Don't take this BS high road position now, buddy, that boo hoo crap. You spew lies… https://t.co/Y7RMckf0z9"
6962,flood,,"I might've found a roommate! Which is both exciting and a relief. I put some ads up at work, but the only person to… https://t.co/QYaUcVvauG"
6963,flood,"Global (HQ: Bangalore, India)","Current utilities field #workforcemanagement is inundated with manual, disconnected processes that are less than op… https://t.co/f65Ya8Indu"
6964,flood,Minnesota,Have you been completely inundated yet?
6965,flood,"Los Angeles, CA",It’s not just Australia — Indonesia is facing its own climate disaster. The sinking capital of Jakarta and the surrounding ar…
6966,flood,Every Quarter,"Harry, Ex-Royal 🌈#GayDad (father to the beautiful 'Plastic Darren' reborn doll) &amp; taxpayer-funded trustafarian, dec… https://t.co/4n5AubVjO2"
6967,flood,sfo-ams-yvr-mel-yul-hkg-ber,"If you don’t you’ll either look ridiculously out of touch, or you’ll get inundated with evidence demonstrating how our world is…"
6968,flood,Ottawa,"We’re inundated in technicalities enough, he should have been permitted a second go which is really a fi… https://t.co/YVdM9K5NCS"
6969,flood,My Recliner,"No, I still do, I just don't talk about it very much on here because me DM's got inundated by people trying to sell me picks."
6970,flood,,We have been so inundated secularly &amp; religiously on the “pl… https://t.co/6v3ORJ3uQI
6971,flood,"South Australia, Australia","Just a head’s up- worldwide crafters have been so awesome, Aussie admins have had to ask everyone to… https://t.co/HjAQuUlsCG"
6972,flood,,"Bernie actually, counter to what we've been inundated with, can unify middl… https://t.co/XJWhOr7lj1"
6973,flood,pittsburgh,anyone have experience with a remarkable(tm) tablet? I'm being inundated with targeted advertising and it seems lik… https://t.co/c6HcSUchct
6974,flood,"Greensboro, NC","i don’t go in for supernatural and mystical explanations . that said, i don’t know what the mechanism is by which y… https://t.co/sP7WhThuZz"
6975,flood,,https://t.co/IfYV955f5m Another unnecessary reservoir proposal in CA's Diablo Range. Del Puerto Cyn is a treasure of natio…
6976,flood,"Hesperia, CA",have you heard about the new Carb Control form ItWorks that helps block the sugar &amp; carbs we are inundated with?
6977,flood,"North Carolina, USA",Got damn. I can't even imagine what it must be like to be inundated with this bullshit day in and d… https://t.co/ZFrDB4aoQl
6978,flood,Tiffany Circle,Koalas in Care are absolutely inundated with creatures to care for. Please consider them in your donations. https://t.co…
6979,flood,"La Mirada, CA","Many have forgotten those darkest of days, now referred to by the old timers as ""The Zombie Inundatio… https://t.co/UyN5w4PjTf"
6980,flood,"Espoo, Finland ",Surely spiders don't generally have any problems with water? Actually many arthropods hav… https://t.co/KlTgpnKlXs
6981,flood,Sydney,Tracking changes in mosquito populations after the fires; these pools are from tidal inundation and not rain. Plenty of mo…
6982,flood,"Los Angeles, CA","Please join my partners and I as we share traditional healing tools, processes and Sankofa inspired sound bath and… https://t.co/OJSrunvHJh"
6983,flood,Australia,"Add sea level n inundation, with 80% of the world's people living in towns n cities sited on coastal estu…"
6984,flood,"Fort Point, #fortpoint, Boston","I'll add that irresponsibility didn't begin in 1630. It began (at least) in 2005, upon EPA studie… https://t.co/OkSJkhtIfy"
6985,flood,North Queensland... sometimes,"Add sea level n inundation, with 80% of the world's people living in towns n cities sited on coastal… https://t.co/yGhdi2XVlD"
6986,flood,NYC 'burbs,"To the people who don't follow me for baseball news, I'm sorry for the inundation of baseball tweets today. It was… https://t.co/yhLAv6WKDE"
6987,flood,Curitiba - Brazil,"Last year, NOS’s Center for Operational Oceanographic Products and Services released the Coastal Inundation Dashboard, a web…"
6988,flood,"Boulder, CO","A #hurricane hurricane is headed for your city, but will your neighborhood be in jeopardy? is pleased… https://t.co/QZMNLco8lk"
6989,flood,Just out of your grasp,I just received an inundation of some of the most appalling information at work just now 😂 niggas is wylin in 2020
6990,flood,"Washington, DC","Deputy Director, Mary Erickson, discussing and an exciting multi-federal agency project on flood inun… https://t.co/FXHCyRv7nH"
6991,flood,,👋 I'm back with a bunch of #NHhockey/#NHswimming stuff for you guys like usual on a Monday So let's get right to it… https://t.co/4eqDcWvySV
6992,flood,"Calgary, Alberta",Sweetly remembered echoes fade with chronological inundation. Nostalgia is falling from the highest precipice and being…
6993,flood,,This is a thread. Pray for the family of this young man. May God bless &amp; strengthen all young men who are willing t… https://t.co/30vCVA24cB
6994,flood,occupied Ohlone and Yokut land,https://t.co/UZD3LBxir8 Del Puerto Cyn is the 3rd most diverse birding spot in all of Stanislaus County. And now a large po…
6995,flood,"Central Valley, CA",https://t.co/UZD3LBxir8 Del Puerto Cyn is the 3rd most diverse birding spot in all of Stanislaus County. And now a… https://t.co/EJlr6iAgpS
6996,flood,USA,Overpopulation = inundation.
6997,flood,"Iowa, USA","Michael Bednarek will be presenting ""An Interactive Web-Based GIS System to Evaluate Hurricane Inundation Impacts""… https://t.co/i4EJCNOitH"
6998,flood,,"Last year, NOS’s Center for Operational Oceanographic Products and Services released the Coastal Inundation Dashboa… https://t.co/4NChBL2xW0"
6999,flood,"London, England",Another seawall collapses due to wave climate vulnerability - this time in Carrickfergus - near my hometown. Wave… https://t.co/h174N6uyeF
7000,flood,,"In part, I agree; however, 4-8 years of FoxNews inunda… https://t.co/zMeZn5KCQC"
7001,flood,,Yes! 🤣 &lt;commence inundation of childhood memories&gt; I want some!
7002,flood,diagonal incline,the superstructure [starts-] and [-ends.] but what's between that is only the business of the moment and the action… https://t.co/BssJTxBCnU
7003,flood,"Boston, MA",John McHenry long time #WRFHydro community member presenting on flood inundation case study for hurricane Florence #AMS2020…
7004,flood,"Boulder, CO",John McHenry long time #WRFHydro community member presenting on flood inundation case study for hurricane Florence… https://t.co/7T4TenrZMl
7005,flood,,Happening in 253C #AMS2020 Flood inundation mapping for Texas. Improved information representation for emergency Management…
7006,flood,"Boulder, CO",Happening in 253C #AMS2020 Flood inundation mapping for Texas. Improved information representation for emergency M… https://t.co/9KNaRtACKF
7007,flood,"London, England",Except the people you need to reach don’t read or watch documentary type films.…
7008,flood,,Except the people you need to reach don’t read or watch documentary type f… https://t.co/YefLyPU6y6
7009,flood,Ireland,#StormBrendan weather may combine with high spring tides to cause coastal flooding inundation and wave overtopping… https://t.co/LAUj7ZRhdQ
7010,flood,"Rio Grande Valley, Texas",Google’s hydraulic model for this river in India is much more accurate (inundation mapping) than legacy models. Sh… https://t.co/o3TNKH86Rt
7011,flood,Antwerp,"«At the point where its shock has been the most violent, the sea is driven back and, suddenly recoiling with redoub… https://t.co/iTAXU1Ahhk"
7012,flood,,#FWRI #RESEARCH - Exposure of marine turtle #nesting grounds to named storms along the Continental USA #openscience #hurricane…
7013,flood,FLORIDA,#FWRI #RESEARCH - Exposure of marine turtle #nesting grounds to named storms along the Continental USA #openscience… https://t.co/sIblpBvUJ7
7014,flood,"Lawrence, Kansas, USA",Flash Flood Warnings remain in effect for Hawaii County &amp; Maui County in #Hawaii. Some higher elevations on the Big Islan…
7015,flood,"Sydney, Australia",Tracking changes in mosquito populations after the fires; these pools are from tidal inundation and not rain. Plent… https://t.co/Q1EMj09jXu
7016,flood,Australia,"images: 1: &gt; mature Acacia ampliceps thicket &gt; 7 years post fire 2: c. 1 year post burn (yes, I know - remarkable regro…"
7017,flood,Perth /on Nyungar Boodjar,"images: 1: &gt; mature Acacia ampliceps thicket &gt; 7 years post fire 2: c. 1 year post burn (yes, I know - remarkable… https://t.co/d73Weis5P2"
7018,flood,NOT in the Bastille!,"You kept the best from footsteps, it was the least at signs, You answered another inundation if way, he shook the turnkey in wood."
7019,flood,,"We need the intelligent, educated people of our country to understand they have a responsibility to stop… https://t.co/HYTo5Wh2Dh"
7020,flood,"Wellesley, MA via Burlington, VT",Which one wins--Christine McVie's Dickinsonian idiom of choice vs. inundation; or Stevie Nicks's vernacular of spel… https://t.co/d5tdpizICf
7021,flood,"Sydney, New South Wales","are those the same islands that he, SCUMO, refused to assist back in 2019 with climate summit and how they are faci… https://t.co/j675njpKk4"
7022,flood,Singapore,"the info, the thoughts, suffering, images, it's such an unholy inundation of misery. the world is a living, writhing nigh…"
7023,flood,"Lilburn, GA",do everyday Iowans despise their caucus date or enjoy it? I get the prestige of going first or whatever (I guess) but the…
7024,flood,,"the info, the thoughts, suffering, images, it's such an unholy inundation of misery. the world is a living, writhin… https://t.co/7bYdZ0NLog"
7025,flood,Up a tree,The ending of FOM is a gain in itself. The inundation of the UK by EU member state immigrants may n… https://t.co/uattVqSdLw
7026,flood,"New York, NY",. BK's activists were hard at work today doing outreach for our #FixFlatbush campaign. This is the kind of inbo…
7027,flood,"Brooklyn, NY",. BK's activists were hard at work today doing outreach for our #FixFlatbush campaign. This is the kind of… https://t.co/XtUx5nN1s4
7028,flood,usa,do everyday Iowans despise their caucus date or enjoy it? I get the prestige of going first or whatever (I guess) b… https://t.co/R6O7pJZthI
7029,flood,Puerto Rico & Spain,see the tsunami inundation maps so you can understand the real risk... These maps show… https://t.co/srXxVas476
7030,flood,,The groan was from the inundation of posts saying that fact and him bringing it up again.
7031,flood,Puerto Rico & Spain,Relocating is justified only to save people from structures with risk of collapsing or possible tsuna… https://t.co/LhQ8DhD7S5
7032,flood,Copenhagen,one of the worst things about american hegemony is that non-americans think they know everything about american soc… https://t.co/hsNKwW8g60
7033,flood,United States,Isn't it amazing how (as a child) I had been accused of a crime I never could have committed only to go on and expo… https://t.co/rjDDhZEGXO
7034,flood,"Sydney, Australia","It's Inundation Hour on New Telaria, and Wreck has taken himself off to Point Hightide to admire the 500-metre tidal surge…"
7035,flood,"Chicago, IL",Flash Flood Warnings remain in effect for Hawaii County &amp; Maui County in #Hawaii. Some higher elevations on the Big… https://t.co/oiURB8vkzq
7036,flood,Chicagoland,Pretty much but I say more nonsense on twitter. In real life I carefully ration out my nonsense (still an inundatio… https://t.co/kkeWy2bHBB
7037,flood,"Kentucky, USA","Consider the inundation of feel-good, follow your dreams greeting card bullshit to our pop culture, and how easily… https://t.co/p3h2paMvOh"
7038,flood,Ireland,"#StormBrendan There is a risk of coastal flooding/storm damage including wave overtopping, inundation &amp; erosion of sof…"
7039,flood,Ireland,"#StormBrendan There is a risk of coastal flooding/storm damage including wave overtopping, inundation &amp; erosion of… https://t.co/amKLlkyuMh"
7040,flood,"Birmingham, England",https://t.co/bMmcU4Y1eB‘ Greenland’s ice sheet is melting much faster than previous… https://t.co/HQ5tTHnzA8
7041,flood,"Chicago, IL",“If you can” is a great primer that’s a quick first read and gives you a basic roadmap without inundation o… https://t.co/MXxTjk0hhp
7042,flood,"Longbenton, England","Sometimes I become Taboo, when I give an interview in front of tearcher I realise I am corpse that particular momen… https://t.co/5xWKsxMDck"
7043,flood,United States,An externality you didn't mention: product ubiquity and information inundation are primary… https://t.co/vE2VnrIPLq
7044,flood,"Winston-Salem, NC","MISSISSIPPIAN Notable for the continued inundation of low-lying continents. ""Continued inundation of low-lying cont… https://t.co/5rdwwylmJt"
7045,flood,"South West, England","So, a world-building detail I forgot about last night with ""Inundation Hour"" - chlorophyll!"
7046,flood,"Brisbane, Australia",“The new normal” slogan suggests climate change is done. So get used to what it is now. If the LNP truely believed… https://t.co/0YMpC7Suvp
7047,flood,"Port Hueneme, CA",Fulcrum of the Better-Than List: Godard's images of beauty and doom shows us everything missing from the inundation of Netfli…
7048,flood,Iowa,Tell #Congress to protect American workers; kill bill #HR1044/#S386 (and end the inundation of infinite Indians). Here…
7049,flood,Burnt Arse end of planet,"We are only 0•3 of the population, what right have we to pollute the world? NZ… https://t.co/SPLXem2R5Y"
7050,flood,"South West, England","Normally those piers outside the city are marooned hundreds of metres in the air, on their support-legs. B… https://t.co/gTahZ6UKDj"
9073,earthquake,#ImpeachTrump,Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as 'intense seismic activity' rocks… https://t.co/MizFVhXPLg
9074,earthquake,United Kingdom,#UOG🇯🇲RNS: CPR upgrades Jamaica Colibri prospect to 229million bbls 🔹High impact licence upgraded by CPR based on new 3D se…
9075,earthquake,"Iowa, USA",""" Watch therefore ,"" Mat24:42 ""For thus says the Lord of hosts: 'Once more (it is a little while) I will shake heaven and e…"
9076,earthquake,"Brisbane, Queensland",Me too. Just reflecting today inhow I used to regard myself and was likely regarded by… https://t.co/tdlZbG1HhJ
9077,earthquake,Durban,"SOLAR WIND, INCOMING Earth's magnetic field could feel a bump on Jan 14 and 15. Watch for an uptick in seismic and v…"
9078,earthquake,,How and why did anime culture get such a seismic grip over western youth?
9079,earthquake,"Esenyurt, İstanbul",Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as &amp;apos;intense seismic activity&amp;a… https://t.co/6v7C9VxAkb
9080,earthquake,United States,THIS IS GOD.. FIRE.. &amp; SEISMIC ACTIVITY.. AS HE DECLARED! https://t.co/wzN0GXLuzU https://t.co/3fkzHbbkMz
9081,earthquake,Watching models run,"Seismic Analyst in Calgary, Canada https://t.co/Fg9mLimnxA #oiljobs #oil"
9082,earthquake,"Akure, Nigeria","It already continues, there's no ""IF"" about it. It's imperative for the nation to move now to a ro… https://t.co/IuQ9tjKWyL"
9083,earthquake,Aberdeenshire,"Just walked past this, which was a good reminder that in 441 hours this British flag will be lowered at the EU. What a…"
9084,earthquake,,Eruption update 1pm Lava fountains reached up to 800-m New fissures or cracks observed in various towns Intense seismic…
9085,earthquake,,Seismic Quiet - The duration of the silence can indicate the level of energy that will be released. Longer quiet pe… https://t.co/HtVcGPn1kG
9086,earthquake,,#SE https://t.co/MDKCH8sOlK Seismic reflection data reveal the 3D structure of the newly discovered Exmouth Dyke Sw… https://t.co/oU2peg94e4
9087,earthquake,"Norwich, England",I struggled massively with anxiety and was not always able to go to every lecture if it wa… https://t.co/2iXgbWg0P1
9088,earthquake,"Colleyville, TX",Higher Seismic and volcanic activity when the Sun is in a Solar Minimum.
9089,earthquake,A PLACE NO ONE UNDERSTANDS,Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as 'intense seismic activity' rocks Philippi…
9090,earthquake,,And then there's that hum... https://t.co/yUwHJwvEXq
9091,earthquake,"Amsterdam, The Netherlands",It was never going to maintain at that seismic level but Irish felt dumb pinning our support to some… https://t.co/R4gNX1vonQ
9092,earthquake,Bristol,I just learned about this #earthquake last month in the #Bristol Channel area - yet another example of regional #seismic…
9093,earthquake,"Chatsworth, South Africa","Y'know, the X-Men and Spider-Man 90s shows may not have had the artistry or the seismic, character-redefining impact of B…"
9094,earthquake,"Cardiff, Wales",I just learned about this #earthquake last month in the #Bristol Channel area - yet another example of regional… https://t.co/eScZwUCPmw
9095,earthquake,Brussel,"""A new Farm to Fork Strategy will prepare a roadmap towards a fair, healthy and environmentally-friendly food syste… https://t.co/46ibEIbPL1"
9096,earthquake,Hawai'i,Heard about all the seismic activity going on. Brings back memories of when Hawai'i had a big one. 😂 How's everything right now?
9097,earthquake,Leamington via Kentish Town,Blimey. His departure will be seismic.
9098,earthquake,,"Well he did once wear a tan suit. Like, how are you ever meant to get over a seismic scandal like that?"
9099,earthquake,"Queens, NY",Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as 'intense seismic activity' rocks… https://t.co/TqAediLMPE
9100,earthquake,Philippines,The Philippine Seismic Network recorded a total of forty-nine (49) volcanic earthquakes in the Taal region from 2:0… https://t.co/0FWFGDKOUS
9101,earthquake,"Atlanta, GA",#NowPlaying on #CollegeUndergroundRadio Seismic Anamoly - O.M.G.
9102,earthquake,,We can't address customer data trends in 2020 without acknowledging that the impact of customer data on customer ex… https://t.co/2r8Yb81tJr
9103,earthquake,Pakistan,OGDCL acquires 556 LKMs 2D seismic data in first quarter https://t.co/qgDHjUHb9P
9104,earthquake,"Sta. Rosa, Laguna PH",“The intense seismic activity coupled with fissuring on the caldera region likely signifies continuous magma intrus… https://t.co/aw2FpEifDO
9105,earthquake,"New Delhi, India",". keeps walking away from startups : , : https://t.co/Spk97SgV7L #Time #Energy #Goodwill #Ho…"
9106,earthquake,University of Leicester,All 6 stations are now installed in Puerto Rico! I'm so proud of the work done by this field crew. Way to go 💪
9107,earthquake,"London, England",🥳🎉Our first issue is live🎉🥳 Check out articles on: - Global greening - Sea-level rise and human migration - Seismic w…
9108,earthquake,"Barcelona, Spain",ChEESE doubles speedup of #seismic wave #propagation code SPECFEM3D; Visit the website: https://t.co/TvVONMV78l https://t.co/gt…
9109,earthquake,"Vancouver, British Columbia","How can scientists assess hazards when urbanization hides faults? Scientists in San Diego address this in Geosphere, an op…"
9110,earthquake,"Laguna, Philippines",Phivolcs also noted that another indication of an impending explosive eruption is the intense seismic activity or t… https://t.co/Xb7p0hyRU7
9111,earthquake,worldwide,"#EGU2020 call for abstract! #Fault2SHA session: ""Seismic hazard based on paleoseismicity, active faulting and surface deform…"
9112,earthquake,"Madrid, España",Zoomed-in version of the 2019 seismic monitoring timelapse by with a focus on the…
9113,earthquake,"New Delhi, India",". keeps walking away from startups : , : https://t.co/Spk97SgV7L #Time #Energy… https://t.co/HsaW3je5Uc"
9114,earthquake,"Atlanta, GA",Taal is one of the most active volcanoes in a nation hit periodically by eruptions and earthquakes due to its location on the…
9115,earthquake,,The Philippine Seismic Network recorded a total of 49 volcanic earthquakes in the Taal region from 2:00 AM to 10:00 AM…
9116,earthquake,,I kinda have a feeling they were going for the “Seismic Charges sound” of the PT. I can hear it in my head even now!
9117,earthquake,Pakistan,Taal is one of the most active volcanoes in a nation hit periodically by eruptions and earthquakes due to its locat… https://t.co/F95xJJ17lp
9118,earthquake,,Enrique has been promoting the use of rocking isolation as a low-cost seismic control alternative in Peru. Nice to… https://t.co/m2XM0d47ie
9119,earthquake,"Sydney, Australia",Since late last year I have been conducting #oralhistory interviews with environmental activists. This feels like a histo…
9120,earthquake,"Miami, FL",6.4 quake strikes Puerto Rico amid heavy seismic activity https://t.co/gpoMaPyFYO
9121,earthquake,Puerto Rico & Spain,that's one thing you will only probably get once the seismic crisis is over and scienti… https://t.co/VzM2amVRCb
9122,earthquake,"Madrid, Comunidad de Madrid","By 2022, more than half of your talent will require brand new skill sets. Discover how you can prepare your people… https://t.co/9ZQyzUPQyO"
9123,earthquake,,Strong seismic movement detected at home. As much as 1.32 was detected 2020-01-14T06:56:42Z. https://t.co/Q3UIFnB5lj
9124,earthquake,Republic of the Philippines,“The intense seismic activity coupled with fissuring on the caldera region likely signifies continuous magma intrus… https://t.co/cjG8s5JLWv
9125,earthquake,"Florida, USA","HEADLINE: ""6.4 earthquake strikes Puerto Rico, killing at least 1 amid heavy seismic activity"" Can someone please inte…"
9126,earthquake,"Ontario, Canada","$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/… https://t.co/qrMndCqgxq"
9127,earthquake,"Colorado, USA","$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/Seism…"
9128,earthquake,"San Pablo City, Calabarzon","UPDATE, 14 JANUARY 2020 01:00 PM https://t.co/HPpU6nqqn4 “The intense seismic activity coupled with fissuring on the…"
9129,earthquake,,"the first architect that came up w it: ""okay so we can't use brick because it's completely unsafe in a seismic regi… https://t.co/UfwjVjwPeo"
9130,earthquake,"Ontario, Canada","$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/… https://t.co/D3mhfdsUHl"
9131,earthquake,,Eruption update 1pm Lava fountains reached up to 800-m New fissures or cracks observed in various towns Intens… https://t.co/z5gxBVGbVo
9132,earthquake,Republic of the Philippines,"UPDATE, 14 JANUARY 2020 01:00 PM https://t.co/HPpU6nqqn4 “The intense seismic activity coupled with fissuring on t… https://t.co/GMQs4uc4Bn"
9133,earthquake,"Orlando, FL","If we are however, including bigger ships like the Falcon and such, then I'm gonna have to say Slave 1.… https://t.co/nteN3g1sZ9"
9134,earthquake,"London, England","From big data to customer-centricity to content strategy and beyond, these are the seismic shifts that ruled the 20… https://t.co/NDEEn02wgs"
9135,earthquake,,Strong seismic movement detected at home. As much as 1.34 was detected 2020-01-14T05:57:59Z. https://t.co/fG4do8sGMP
9136,earthquake,Quezon City,The Philippine Seismic Network recorded a total of forty-nine (49) volcanic earthquakes in the Taal region from 2:0… https://t.co/uAYizhtJ1I
9137,earthquake,Philippines,The Philippine Seismic Network recorded a total of 49 volcanic earthquakes in the Taal region from 2:00 AM to 10:00… https://t.co/j4BZrfjweE
9138,earthquake,"durham, nc",Is its core seeping through shifting faults during these seismic events?
11012,fire,"Florida, USA",Because of the major fires in Australia the local Air Force has begun to air drop vegetables for wild animals. Animals are…
11013,fire,Oklahoma,Koala Who Burned All 4 Paws In Fires Is So Happy To Finally Be Safe https://t.co/S4FuopbbZ9
11014,fire,"Nebraska, USA","Heartbreaking 💔 On one side of the world we have ice melting like never before, on another we have wild, out of control fires…"
11015,fire,Victoria,Agreed- but I so wish it hadn’t taken apocalyptic wild fires &amp; the deaths of…
11016,fire,"Global Citizen. NYC, L.A. etc,","An estimated 2 million hectares of land burnt , a size of a small country , from horror to hope animals devastated from…"
11017,fire,"Coeur d'Alene, ID",ATTENTION TO ALL FANS: if you guys want to buy his koala merch you can at ---&gt;https://t.co/GMdKv4Bg3j o… https://t.co/AIdKOdAOjY
11018,fire,bts day6 TS redvelvet the🥀,OK so I know you're trying to be shady like but the wild fires aren't soemthing to joke about to get a fe…
11019,fire,"Los Angeles, CA",I don't have a SoundCloud but here's an article with lots of ways you can donate to help the people and wildlife of Australia…
11020,fire,PUNE. MAHARASHTRA. INDIA.,Australia Bush 🔥 Wild Fires. https://t.co/rcrANcPHsx
11021,fire,,[UCC] BTS V's Fans join hands with charities to help Australia fight bush fires #PrayForAustralia https://t.co/BNh6iCOL4r http…
11022,fire,,Amazing commission of my boy Avoozl as part of 's donation drive for the Australlian wild fires! https://t.co/…
11023,fire,"Ontario, CA",If your in a position to help please visit these websites and. Consider donating. B…
11024,fire,"South , Mexifornia",I would say physically ignited is more the problem than natural wild fires and… https://t.co/sseg3o9osI
11025,fire,,"Jeff Bezos gave $690,000 to wild fires in Australia, and has 116.7 billion dollars. To put this into perspective, my boyfrien…"
11026,fire,"Sydney, Australia","“When people talk ab these fires,they speak of being overwhelmed by the enormity of the devastation.We don’t have t… https://t.co/tZZTI4GOLj"
11027,fire,"Johnston, SC",Koala Who Burned All 4 Paws In Fires Is So Happy To Finally Be Safe https://t.co/1PLdtHO28k
11028,fire,,Kangaroo Island Micah Lovegrove captured this footage of singed sheep wandering amid a herd of carcasses killed by devasta…
11029,fire,,united nations chargeing the war name dessert storm as last name storms and dry land in australia was planned to ha… https://t.co/W0ZNbkLoCZ
11030,fire,,The animals affected by Australia wild fires will need lots of help. They are coming out of the bushes looking for fo…
11031,fire,,These idiots on GMB are still on about climate change has started the wild fires in Australia why don’t they tell t… https://t.co/W9Vg5OHFK2
11032,fire,,"Jo began her journey heading North yesterday, stopping off in the Buchan area. The landscape here, like elsewhere across Aus…"
11033,fire,North Yorkshire,"Doing what I can. Been left heart broken by the news over the past week from the horrific Australian wild fires, 100%…"
11034,fire,North America,We should be at a point where drones can deliver water to fire fighters and food to animals on wild fires around th… https://t.co/EuXcHHGSgC
11035,fire,,I heard about 's tiny shriveled peen too! I think that it's so petty and mean to… https://t.co/UW5hpGdMhb
11036,fire,"Tempe, AZ","Jeff Bezos gave $690,000 to wild fires in Australia, and has 116.7 billion dollars. To put this into perspective, m… https://t.co/21Z7lOkEC4"
11037,fire,"San Antonio, TX",👀👀👀 donate the funds to the Australia wild fires
11038,fire,"Espoo, Finland",Summer fun needs to be redefined. Two years ago there were wide wild fires in Scandinavia and around… https://t.co/lO1lgLUW9e
11039,fire,,The fact that it's 'complicated' tells me greedy money grabbing politicians are muddying what is a simple… https://t.co/TATHnmgakH
11040,fire,,PSA: San Antonio this tattoo shop is raising money for the animal in the Australia wild fires. Make sure you go get one!!!❤️🥺…
11041,fire,Australia,"I get you thinking like that but if you think just for a minute, h… https://t.co/ejUYUQtgYE"
11042,fire,,Expelled Australian Rugby Player Apostle Israel Falou Still Blaming The Gays For The Bush Fires. His F**king God Mu… https://t.co/x6UkDVyeEM
11043,fire,,Turns out Australia isn’t blazing because of climate change. It’s blazing because a vast amount of arsonist started the…
11044,fire,,FIRES GONE WILD... THEY KNOW WHOSE RESPONSIBLE FOR FIRES. SOROS &amp; BRATS SET UP. UNFAIR AND UNBALANCED. TESLA THEY… https://t.co/TkPUWDfk5b
11045,fire,,What could he have done differently?! I'm not saying he was right or wrong BUT in order to do better next…
11046,fire,Oklahoma,"There's method to the madness with the California wild fires. Instead of foreclosures in mass, creating a situation… https://t.co/hyZEBMAXyk"
11047,fire,"New York, NY ",Wild Fires
11048,fire,Canada,I’m not sure why this concept is so hard for some people to understand. Isis directs terrorists to use wild/forest fire…
11049,fire,,Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia. Wake up people
11050,fire,,"we had pretty wild fire here on #brazil , and im hoping this fires on australia come to an end #FighttheFires"
11051,fire,,"Volcanic eruptions have been happening for 100s of million years, so have wild fires, so… https://t.co/e6svHogxWW"
11052,fire,"Geneva, Switzerland","In #Australia, #RetailSales improved significantly. Contributors: (i)Tax setoff, (ii) positive real wage growth The wild…"
11053,fire,,"Australia brought back during a dark time in his rehab from injury. Now, he's doing what he can to help return the…"
11054,fire,,Praying for the people and animals of Australia during these horrible wild fires.
11055,fire,Wurundjeri land,Agreed- but I so wish it hadn’t taken apocalyptic wild fires &amp; the death… https://t.co/CDg4vPdxms
11056,fire,,"Over 12 million acres. Over 1,400 homes. At least 23 dead. More than half a billion wild animals lost... so heartbreaking w…"
11057,fire,"England, United Kingdom",A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…
11058,fire,Madrid,"Jeff Bezos Gets Slammed for Meager 690,000 Donation to Australian Wildfire Crisis https://t.co/RdI7Qcanlg"
11059,fire,"Lakeport, CA 95453",‘Outrageous.’ Officials furious that FEMA seeks money from California wildfire victims. Reporting with https://…
11060,fire,United States,Australia’s koala population has taken such an “extraordinary hit” from the wildfires sweeping the country https://t.co/cT7h…
11061,fire,धरती मां की गोद में,Non veg people have no right to show compassion towards animals who suffered in Australian wildfire 🙏🏼
11062,fire,Transgender,"""You don't bring Wildfire into your home and expect it to stay in the fireplace."" - #Loki, The Gospel of Loki, Joanne M. H…"
11063,fire,The European Union (EU),The business impact of Australia’s wildfires is starting to sink in https://t.co/9vtOkOJlCn (#RT)
11064,fire,,🎁AWP | Wildfire FT (€64)🎁 #CSGOGiveaway To win: ✅Retweet + Follow me ✅Tag 2 Friends ✅Like &amp; Comment on vid: https://t.co/FRK…
